idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,12.07,0,0,0,20
2,5,0,1,14.95,0,0,1,20
3,5,0,2,20.51,0,0,1,20
4,1,0,0,19.13,1,0,0,20
5,2,0,0,8.48,2,0,0,20
6,4,0,0,15.53,3,0,0,20
7,2,0,1,8.62,4,0,0,20
8,2,0,2,13.31,5,0,0,20
9,1,0,1,5.45,6,0,0,20
10,2,0,3,14.73,7,0,0,20
11,3,0,0,5.29,8,0,0,20
12,1,0,2,10.27,9,0,0,20
13,4,0,1,21.15,10,0,0,20
14,4,0,2,23.98,11,0,0,20
15,3,0,1,16.8,12,0,0,20
16,3,0,2,18.72,13,0,0,20
17,3,0,3,21.65,14,0,0,20
18,1,0,3,12.02,15,0,0,20
19,2,0,4,20.15,16,0,0,20
20,1,0,4,12.81,17,0,0,20
