idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,4,23.29,0,1,20,0,23.29
2,2,0,2,12.05,0,1,20,0,12.05
3,2,0,3,20.59,0,1,20,0,20.59
4,3,0,4,19.73,0,1,20,0,19.73
5,3,0,2,15.63,0,1,20,0,15.63
6,3,0,0,8.82,0,0,20,0,8.82
7,3,0,1,12.87,0,0,20,0,12.87
8,2,0,0,7.25,0,1,20,0,7.25
9,2,0,1,10.45,0,1,20,0,10.45
10,3,0,3,18.73,0,1,20,0,18.73
11,1,0,0,7.76,1,0,20,0,7.76
12,1,0,1,9.27,2,0,20,0,9.27
13,4,0,0,6.14,3,0,20,0,6.14
14,4,0,1,7.65,4,0,20,0,7.65
15,1,0,2,13.67,5,0,20,0,13.67
16,1,0,3,21.25,6,0,20,0,21.25
17,1,0,4,23.95,7,0,20,0,23.95
18,4,0,2,9.67,8,0,20,0,9.67
19,4,0,3,11.65,9,0,20,0,11.65
20,5,0,0,10.15,10,0,20,0,10.15
