idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,13.11,0,0,20,0,13.11
2,1,0,0,5.5,0,0,20,0,5.5
3,5,0,1,14.48,0,0,20,0,14.48
4,1,0,1,8.55,0,1,20,0,8.55
5,5,0,2,18.6,0,1,20,0,18.6
6,2,0,0,22.59,1,0,20,0,22.59
7,1,0,2,14.96,2,0,20,0,14.96
8,3,0,0,10.42,3,0,20,0,10.42
9,3,0,1,18.69,4,0,20,0,18.69
10,4,0,0,16.81,5,0,20,0,16.81
11,6,0,0,6.75,6,0,20,0,6.75
12,6,0,1,7.63,7,0,20,0,7.63
13,4,0,1,18.58,8,0,20,0,18.58
14,2,0,1,23.84,9,0,20,0,23.84
15,6,0,2,5.25,10,0,20,0,5.25
16,1,0,3,16.69,11,0,20,0,16.69
17,3,0,2,19.63,12,0,20,0,19.63
18,6,0,3,15.37,13,0,20,0,15.37
19,3,0,3,21.81,14,0,20,0,21.81
20,6,0,4,11.74,15,0,20,0,11.74
